1_0_0_1_0_0_463159_0_0_0               |                                                   |  1_0_0_463159=simayazadiirannationaltv                   |  =--------
1_0_1_2C2_20B_73_2080000_0_0_0         |  TLC                                              |  2C2_20B_73_2080000=--------                             |  tlc=tlc-deswephosp
1_0_1_304_5_85_C00000_0_0_0            |  TLC                                              |  304_5_85_C00000=--------                                |  tlc=tlc-deswephosp
1_0_1_4E95_C9C_3_EB0000_0_0_0          |  TLC                                              |  4E95_C9C_3_EB0000=--------                              |  tlc=tlc-deswephosp
1_0_1_78CF_2C5_600_E080000_0_0_0       |  TLC                                              |  78CF_2C5_600_E080000=--------                           |  tlc=tlc-deswephosp
1_0_1_9CF_27_36_CE40000_0_0_0          |  TLC                                              |  9CF_27_36_CE40000=--------                              |  tlc=tlc-deswephosp
1_0_1_B81_7F3_2_11A0000_0_0_0          |  TLC                                              |  B81_7F3_2_11A0000=tlc                                   |  tlc=tlc-deswephosp
1_0_1_F45_27_36_CE40000_0_0_0          |  TLC                                              |  F45_27_36_CE40000=--------                              |  tlc=tlc-deswephosp
1_0_1_FC1_AF4_BB_E080000_0_0_0         |  TLC                                              |  FC1_AF4_BB_E080000=--------                             |  tlc=tlc-deswephosp
1_0_1_47_7_85_C00000_0_0_0             |  TLC Austria                                      |  47_7_85_C00000=--------                                 |  tlc austria=tlcaustria
1_0_19_1450_C3AA_9E_5A0000_0_0_0       |  TLC Balkans HD                                   |  1450_C3AA_9E_5A0000=--------                            |  tlc balkans hd=tlc-deswephosp
1_0_16_10CC_1_1_D7A9E3_0_0_0           |  TLC CAAC SD                                      |  10CC_1_1_D7A9E3=--------                                |  tlc caac sd=tlc-mathecraki
1_0_16_1C40_21_46_E080000_0_0_0        |  TLC Danmark                                      |  1C40_21_46_E080000=--------                             |  tlc danmark=tlc-deswephosp
1_0_16_4662_21_46_E080000_0_0_0        |  TLC Danmark Synstolkning                         |  4662_21_46_E080000=--------                             |  tlc danmark synstolkning=tlc-deswephosp
1_0_19_10DE_3E8_13E_820000_0_0_0       |  TLC HD                                           |  10DE_3E8_13E_820000=--------                            |  tlc hd=tlchd
1_0_19_134_3_800_DCA0000_0_0_0         |  TLC HD                                           |  134_3_800_DCA0000=--------                              |  tlc hd=tlchd
1_0_19_260_146C_A7_1860000_0_0_0       |  TLC HD                                           |  260_146C_A7_1860000=--------                            |  tlc hd=tlchd
1_0_19_2774_409_1_C00000_0_0_0         |  TLC HD                                           |  2774_409_1_C00000=--------                              |  tlc hd=tlchd
1_0_19_2A43_9E99_42E_1A40000_0_0_0     |  TLC HD                                           |  2A43_9E99_42E_1A40000=--------                          |  tlc hd=tlchd
1_0_19_7F8_449_1_C00000_0_0_0          |  TLC HD                                           |  7F8_449_1_C00000=--------                               |  tlc hd=tlchd
1_0_19_EB_1644_9C_5A0000_0_0_0         |  TLC HD                                           |  EB_1644_9C_5A0000=--------                              |  tlc hd=tlchd
1_0_1_308_9D08_16E_A00000_0_0_0        |  TLC HD                                           |  308_9D08_16E_A00000=--------                            |  tlc hd=tlchd
1_0_1_3C92_1BBC_13E_820000_0_0_0       |  TLC HD                                           |  3C92_1BBC_13E_820000=--------                           |  tlc hd=tlchd
1_0_1_B77_7F3_2_11A0000_0_0_0          |  TLC HD                                           |  B77_7F3_2_11A0000=tlc                                   |  tlc hd=tlchd
1_0_19_277E_409_1_C00000_0_0_0         |  TLC HD Austria                                   |  277E_409_1_C00000=--------                              |  tlc hd austria=tlchd
1_0_19_7FA_449_1_C00000_0_0_0          |  TLC HD Austria                                   |  7FA_449_1_C00000=--------                               |  tlc hd austria=tlchd
1_0_19_15E0_C3AA_9E_5A0000_0_0_0       |  TLC Hungary HD                                   |  15E0_C3AA_9E_5A0000=--------                            |  tlc hungary hd=tlc-deswephosp
1_0_19_1C3F_21_46_E080000_0_0_0        |  TLC Norge HD                                     |  1C3F_21_46_E080000=--------                             |  tlc norge hd=tlc-deswephosp
1_0_19_170C_C3AA_9E_5A0000_0_0_0       |  TLC Pan Regional HD                              |  170C_C3AA_9E_5A0000=--------                            |  tlc pan regional hd=tlc-deswephosp
1_0_1_405_2_1_E080000_0_0_0            |  TLC RO                                           |  405_2_1_E080000=--------                                |  tlc ro=tlc-deswephosp
1_0_19_1C3E_21_46_E080000_0_0_0        |  TLC Sverige HD                                   |  1C3E_21_46_E080000=--------                             |  tlc sverige hd=tlc-deswephosp
1_0_1_B7C_7F3_2_11A0000_0_0_0          |  TLC+1                                            |  B7C_7F3_2_11A0000=--------                              |  tlc+1=tlcplus1
1_0_1_FA6_40E1_217C_5A0000_0_0_0       |  TLS TeleLiguriaSud                               |  FA6_40E1_217C_5A0000=--------                           |  tls teleliguriasud=--------
1_0_1_FBA_40E1_217C_5A0000_0_0_0       |  TLS TeleLiguriaSud                               |  FBA_40E1_217C_5A0000=--------                           |  tls teleliguriasud=--------
1_0_19_1B67_70E1_217C_5A0000_0_0_0     |  TLT CANALE 77                                    |  1B67_70E1_217C_5A0000=--------                          |  tlt canale 77=--------
1_0_16_5_1_0_CB7AD05_0_0_0             |  TM1                                              |  5_1_0_CB7AD05=--------                                  |  tm1=tm1
1_0_1_CA59_7B0E_42E_1A40000_0_0_0      |  TMB TV                                           |  CA59_7B0E_42E_1A40000=--------                          |  tmb tv=tmb
1_0_19_1A7_4FB0_55F_DDE0000_0_0_0      |  TMC                                              |  1A7_4FB0_55F_DDE0000=--------                           |  tmc=tmc
1_0_19_2015_430_1_C00000_0_0_0         |  TMC                                              |  2015_430_1_C00000=--------                              |  tmc=tmc
1_0_19_606_6_20FA_DDE0000_0_0_0        |  TMC                                              |  606_6_20FA_DDE0000=--------                             |  tmc=tmc
1_0_1_136_3E1C_13F_820000_0_0_0        |  TMC                                              |  136_3E1C_13F_820000=--------                            |  tmc=tmc
1_0_1_51E_2E7C_13F_820000_0_0_0        |  TMC                                              |  51E_2E7C_13F_820000=--------                            |  tmc=tmc
1_0_1_6_194E_194E_2080000_0_0_0        |  TMTV                                             |  6_194E_194E_2080000=--------                            |  tmtv=tmtv
1_0_1_143_0_0_462BFE_0_0_0             |  TMTV HD                                          |  143_0_0_462BFE=--------                                 |  tmtv hd=tmtv
1_0_1_43A0_EAC5_42E_1A40000_0_0_0      |  TNT INT                                          |  43A0_EAC5_42E_1A40000=--------                          |  tnt int=tht
1_0_1_43D2_7D6C_42E_1A40000_0_0_0      |  TNT INT                                          |  43D2_7D6C_42E_1A40000=--------                          |  tnt int=tht
1_0_1_43A1_EAC5_42E_1A40000_0_0_0      |  TNT MUSIC                                        |  43A1_EAC5_42E_1A40000=--------                          |  tnt music=thtmusic
1_0_1_43D3_7D6C_42E_1A40000_0_0_0      |  TNT MUSIC                                        |  43D3_7D6C_42E_1A40000=--------                          |  tnt music=thtmusic
1_0_1_232_18_3_130000_0_0_0            |  TNT Music                                        |  232_18_3_130000=--------                                |  tnt music=thtmusic
1_0_1_D822_838_2_11A0000_0_0_0         |  TNT Sports 1                                     |  D822_838_2_11A0000=--------                             |  tnt sports 1=tntsports1-clivebesle
1_0_1_D823_838_2_11A0000_0_0_0         |  TNT Sports 1                                     |  D823_838_2_11A0000=--------                             |  tnt sports 1=tntsports1-clivebesle
1_0_1_D016_832_2_11A0000_0_0_0         |  TNT Sports 10                                    |  D016_832_2_11A0000=--------                             |  tnt sports 10=tntsports10-clivebesle
1_0_1_D020_832_2_11A0000_0_0_0         |  TNT Sports 2                                     |  D020_832_2_11A0000=--------                             |  tnt sports 2=tntsports2-clivebesle
1_0_1_D021_832_2_11A0000_0_0_0         |  TNT Sports 2                                     |  D021_832_2_11A0000=--------                             |  tnt sports 2=tntsports2-clivebesle
1_0_1_D827_838_2_11A0000_0_0_0         |  TNT Sports 3                                     |  D827_838_2_11A0000=--------                             |  tnt sports 3=tntsports3-clivebesle
1_0_1_D828_838_2_11A0000_0_0_0         |  TNT Sports 3                                     |  D828_838_2_11A0000=--------                             |  tnt sports 3=tntsports3-clivebesle
1_0_1_D025_832_2_11A0000_0_0_0         |  TNT Sports 4                                     |  D025_832_2_11A0000=--------                             |  tnt sports 4=tntsports4-clivebesle
1_0_1_D026_832_2_11A0000_0_0_0         |  TNT Sports 4                                     |  D026_832_2_11A0000=--------                             |  tnt sports 4=tntsports4-clivebesle
1_0_1_CFD0_832_2_11A0000_0_0_0         |  TNT Sports 5                                     |  CFD0_832_2_11A0000=--------                             |  tnt sports 5=tntsports5-clivebesle
1_0_1_CFDA_832_2_11A0000_0_0_0         |  TNT Sports 6                                     |  CFDA_832_2_11A0000=--------                             |  tnt sports 6=tntsports6-clivebesle
1_0_1_CFF8_832_2_11A0000_0_0_0         |  TNT Sports 7                                     |  CFF8_832_2_11A0000=--------                             |  tnt sports 7=tntsports7-clivebesle
1_0_1_D002_832_2_11A0000_0_0_0         |  TNT Sports 8                                     |  D002_832_2_11A0000=--------                             |  tnt sports 8=tntsports8-clivebesle
